url_length,num_dots_in_url,num_special_chars,num_subdomains,num_forms,num_inputs,num_password_fields,num_external_links,num_internal_links,num_hidden_fields,num_mailto_links,num_scripts,num_js_functions,has_eval_js,has_escape_js,has_unescape_js,has_settimeout_js,has_setinterval_js,has_https,suspicious_url,num_meta_tags,num_refresh_meta,num_iframes,num_hidden_iframes,num_images,num_images_with_suspicious_url,num_style_tags,num_inline_styles,num_onload_attributes,num_onerror_attributes,num_external_form_actions,label
23785,361,834,360,1,5,0,29,0,3,0,16,10,0,0,0,0,0,0,1,33,0,0,0,3,0,4,6,0,0,0,0
20297,330,586,329,0,0,0,43,1,0,0,9,51,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0
10043,102,556,101,1,2,0,30,11,0,0,5,1,0,0,0,0,0,0,1,3,0,0,0,5,0,1,12,0,0,0,0
127242,2525,4032,2524,1,31,1,12,1,29,0,29,84,1,1,1,1,0,0,1,3,0,0,0,4,1,18,5,0,0,0,1
32195,291,1186,290,1,6,1,0,3,2,0,5,0,0,0,0,0,0,0,1,2,0,0,0,4,0,13,1,0,0,0,1
49753,413,2849,412,0,0,0,96,81,0,0,17,0,0,0,0,0,0,0,1,2,0,0,0,9,0,0,9,0,0,0,0
125164,1241,6895,1240,0,0,0,64,154,0,0,56,143,0,0,0,0,0,0,1,17,0,0,0,50,3,8,33,0,0,0,0
19882,494,911,493,0,0,0,0,1,0,0,8,130,0,0,0,0,0,0,1,11,0,1,0,0,0,0,1,0,0,0,0
3223,74,235,73,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,1
58225,495,3596,494,1,1,0,42,8,0,0,19,7,0,0,0,0,0,0,1,15,0,0,0,18,0,1,15,0,0,0,1
31298,502,1216,501,1,5,2,12,4,0,0,14,13,0,1,0,1,0,0,1,6,0,1,0,41,1,0,9,1,0,0,1
163494,1061,9764,1060,2,9,0,6,379,5,0,56,42,0,0,0,0,0,0,0,8,1,2,0,77,0,2,14,0,0,0,0
11907,74,400,73,0,0,0,10,13,0,1,7,0,0,0,0,0,0,0,1,14,0,0,0,7,0,0,7,0,0,0,0
130128,3069,5409,3068,4,9,1,217,5,0,0,16,13,1,0,0,0,0,0,1,13,0,1,0,229,0,1,18,0,0,3,0
169180,818,4766,817,4,14,2,87,130,6,0,20,3,0,0,0,0,0,0,1,19,0,0,0,81,4,0,151,1,0,0,0
2008264,25709,88765,25708,3,6,0,5317,16,1,2,95,27,0,0,0,0,0,0,1,18,0,0,0,1818,0,10,1890,0,0,1,0
149939,1223,6515,1222,2,14,1,130,170,9,0,34,16,0,0,0,0,0,0,1,6,0,1,0,153,0,4,597,0,0,2,1
39894,463,1801,462,1,5,1,6,180,3,1,8,2,0,0,0,0,0,0,1,8,0,0,0,17,0,0,113,0,0,0,0
12516,203,326,202,1,1,0,0,0,1,0,9,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,17,1,0,0,0
157252,1679,6092,1678,0,0,0,52,0,0,0,35,157,1,1,0,1,1,0,1,8,0,0,0,16,0,5,2,0,0,0,0
53044,733,1536,732,2,13,1,91,6,6,0,23,41,0,0,0,1,1,0,1,16,0,0,0,9,0,0,16,0,0,1,0
295,6,10,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
148059,2801,6570,2800,2,15,0,483,3,13,1,58,39,0,0,0,0,0,0,1,7,0,0,0,39,0,2,46,0,0,2,1
183766,2140,8326,2139,1,1,0,67,179,0,0,42,30,0,0,0,1,0,0,1,31,0,0,0,50,1,2,60,0,0,0,0
65610,1379,2242,1378,1,10,0,412,17,0,0,21,5,0,0,0,0,0,0,1,4,0,0,0,127,0,1,55,0,0,1,0
7314,27,92,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1
14836,278,576,277,1,23,1,12,0,19,0,19,9,0,0,0,0,0,0,1,3,0,0,0,2,0,3,2,0,0,0,1
6074,20,214,19,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
24954,348,1258,347,1,6,0,33,7,1,2,9,11,0,0,0,0,0,0,1,6,0,0,0,33,0,2,2,0,0,0,1
108,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
101578,1456,4762,1455,1,1,0,67,28,0,0,43,167,0,0,0,1,1,0,1,31,0,0,0,24,0,0,14,0,0,1,0
3753,14,157,13,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,4,0,0,0,1
200169,2592,7229,2591,3,16,1,661,16,11,0,15,9,0,0,0,0,0,0,1,5,0,0,0,236,0,0,238,0,0,3,0
164756,3096,6804,3095,2,2,0,674,17,0,0,11,13,0,0,0,0,0,0,1,5,0,1,0,22,0,1,34,0,0,2,1
91320,833,3449,832,2,8,0,122,14,5,0,12,4,0,0,0,0,0,0,1,14,0,0,0,48,0,0,28,0,0,2,0
71912,6160,3422,6159,3,4,0,33,41,0,0,20,22,0,0,0,0,0,0,1,7,0,1,0,2,0,0,73,0,0,0,0
8640,95,428,94,1,2,1,0,21,1,0,9,1,0,0,0,0,0,0,0,2,0,0,0,20,0,0,10,0,0,0,1
3697,20,136,19,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,8,1,3,0,0,0,0,1
31222,291,1186,290,1,6,1,0,3,2,0,5,0,0,0,0,0,0,0,1,2,0,0,0,4,0,13,1,0,0,0,1
30954,331,2428,330,0,0,0,59,6,0,0,21,8,0,0,0,0,1,0,0,13,0,0,0,3,0,0,51,0,0,0,0
38334,337,1774,336,0,0,0,78,32,0,0,20,10,0,0,0,0,0,0,1,13,0,1,0,26,0,0,3,0,0,0,0
7314,27,92,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1
98179,1073,3567,1072,6,21,0,171,54,4,0,24,10,0,0,0,0,0,0,1,17,0,0,0,40,0,4,52,0,0,0,0
137570,1247,3825,1246,1,24,0,4,162,23,0,62,105,0,1,0,1,1,0,1,6,0,0,0,7,0,2,53,0,0,0,0
25600,314,1048,313,0,0,0,5,92,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,90,0,0,0,0,0,0,0
12711,234,561,233,2,33,5,5,18,10,0,14,8,0,0,0,0,0,0,1,3,0,0,0,5,0,0,33,0,0,0,0
218951,3011,10142,3010,1,2,0,457,5,0,0,57,59,0,1,1,1,0,0,1,27,0,2,0,89,1,5,76,0,0,1,0
84551,1332,3481,1331,1,2,0,291,1,0,0,43,10,0,1,0,0,0,0,0,12,0,0,0,50,0,2,0,1,0,1,0
276264,7874,10484,7873,1,4,1,0,2,1,0,8,955,0,1,1,1,1,0,1,4,0,0,0,6,0,1,0,0,0,0,1
123092,2637,5883,2636,3,13,1,554,21,6,0,37,101,1,0,0,1,1,0,1,10,0,0,0,41,0,1,47,0,0,0,0
43096,1190,1778,1189,1,2,0,133,3,0,0,10,72,1,0,0,1,0,0,0,7,0,0,0,0,0,2,3,0,0,0,0
30302,187,152,186,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
214299,1549,14994,1548,1,3,0,515,43,1,0,14,12,0,0,0,0,0,0,1,36,0,0,0,91,0,0,2,0,0,0,0
3753,14,157,13,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,4,0,0,0,1
36932,607,1616,606,1,1,0,37,33,0,0,13,7,0,1,0,0,0,0,1,13,0,0,0,19,1,2,0,0,0,0,0
71556,581,3315,580,0,0,0,31,161,0,0,20,13,0,0,0,0,0,0,0,11,0,0,0,34,0,0,1,34,34,0,0
253,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162135,1590,7934,1589,1,3,0,318,11,1,0,27,16,0,1,1,0,0,0,0,14,0,0,0,95,0,1,12,0,0,0,0
13201,59,408,58,1,13,1,0,0,2,0,4,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,19,0,0,0,1
43581,714,2133,713,6,31,1,141,8,23,0,25,6,0,0,0,0,0,0,1,7,0,0,0,98,0,1,137,0,0,6,0
48116,503,1699,502,0,1,0,131,37,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,44,0,0,7,0,0,0,0
25055,238,1039,237,0,0,0,31,29,0,0,6,4,0,0,0,0,0,0,1,7,0,0,0,22,0,0,1,0,0,0,0
22013,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
382723,9916,14802,9915,3,39,4,0,8,30,0,7,1097,1,1,1,1,1,0,1,5,0,0,0,1,0,1,5,0,0,0,1
115608,1235,4199,1234,3,17,0,340,23,13,0,16,8,0,1,1,0,0,0,1,9,0,0,0,90,1,0,48,0,0,2,0
26191,367,1033,366,1,2,0,92,6,1,0,5,2,0,0,0,0,0,0,1,28,0,0,0,1,0,2,0,0,0,1,0
79856,761,4058,760,1,2,0,248,16,0,0,16,40,0,0,0,1,1,0,1,5,0,1,0,14,0,2,74,0,0,0,0
61332,427,1356,426,3,12,3,7,28,3,0,16,58,0,0,0,1,1,0,1,7,0,0,0,0,0,1,1,0,0,0,0
18253,170,753,169,2,6,1,1,15,0,0,12,35,0,0,0,1,0,0,1,5,0,0,0,4,0,0,3,1,0,0,1
26070,256,1172,255,2,4,0,34,2,0,0,11,6,0,0,0,0,0,0,0,3,0,0,0,10,0,2,0,0,0,2,0
279,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
7711,95,356,94,1,3,1,3,5,0,0,2,0,0,0,0,0,0,0,1,5,1,1,0,3,0,2,4,1,0,0,1
6249,44,250,43,1,3,1,0,2,0,0,4,1,0,1,1,0,0,0,1,3,0,0,0,1,1,2,3,0,0,0,1
142497,0,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
25367,292,1060,291,1,6,1,0,0,2,0,5,0,0,0,0,0,0,0,1,2,0,0,0,3,0,13,0,0,0,0,1
67954,662,2555,661,1,2,0,70,113,0,0,7,5,0,0,0,0,0,0,0,2,0,0,0,68,0,1,9,0,10,0,0
29040,199,941,198,2,6,0,17,99,3,0,7,4,0,1,1,1,0,0,1,11,0,1,0,10,0,0,1,0,0,0,0
17182,303,622,302,1,23,1,12,0,19,0,19,11,0,0,0,0,0,0,1,3,0,0,0,2,0,3,1,0,0,0,1
77266,932,3360,931,2,10,0,55,85,5,0,28,133,0,0,0,0,0,0,1,15,0,1,0,25,0,0,15,0,0,0,0
37337,221,1616,220,1,1,0,57,28,0,0,5,0,0,0,0,0,0,0,1,17,0,0,0,24,0,1,2,0,0,0,0
33850,334,1132,333,1,3,0,50,4,0,0,15,5,0,1,1,0,0,0,1,18,0,0,0,2,0,1,0,0,0,0,0
12848,177,543,176,1,5,1,16,10,2,0,15,2,0,0,0,0,0,0,1,4,0,0,0,6,0,0,3,0,0,0,0
25959,279,1438,278,2,3,1,29,17,0,0,47,18,0,0,0,0,0,0,1,31,0,1,0,0,0,0,10,0,0,0,1
87245,894,3971,893,1,2,0,125,291,1,0,11,4,0,1,1,0,0,0,1,3,0,3,0,82,0,0,3,1,0,0,0
3223,74,235,73,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,1
89895,520,3422,519,1,2,0,37,102,1,0,48,4,0,0,0,1,0,0,1,4,0,2,0,21,0,1,22,0,0,1,0
25364,292,1060,291,1,6,1,0,0,2,0,5,0,0,0,0,0,0,0,1,2,0,0,0,3,0,13,0,0,0,0,1
79493,634,3487,633,2,11,0,5,102,10,0,7,31,0,0,0,1,0,0,1,1,0,0,0,33,0,2,135,2,0,0,0
25365,292,1060,291,1,6,1,0,0,2,0,5,0,0,0,0,0,0,0,1,2,0,0,0,3,0,13,0,0,0,0,1
50997,394,2740,393,2,18,1,6,114,13,0,26,12,0,0,0,0,0,0,1,7,0,0,0,3,0,1,31,0,0,1,0
30070,256,722,255,1,29,3,0,2,0,0,3,4,0,0,0,0,0,0,1,1,0,0,0,6,0,3,66,1,0,0,1
135,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2382,60,105,59,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
289463,3372,10776,3371,2,2,0,191,271,0,0,13,121,1,0,0,1,0,0,1,18,0,1,0,49,0,0,45,0,0,1,0
149623,263,2688,262,2,2,0,21,170,0,0,14,4,0,0,0,0,0,0,1,23,0,0,0,82,0,7,11,0,0,0,0
64222,526,3145,525,1,3,0,9,266,0,0,21,1,0,0,0,0,0,0,1,8,0,0,0,59,1,0,1,0,0,0,0
24954,348,1258,347,1,6,0,33,7,1,2,9,11,0,0,0,0,0,0,1,6,0,0,0,33,0,2,2,0,0,0,1
27677,290,1284,289,0,0,0,15,91,0,0,15,12,0,1,1,0,0,0,1,14,0,0,0,11,0,0,2,0,0,0,0
195341,4886,8311,4885,0,7,0,873,86,3,0,12,39,0,1,1,0,1,0,1,9,0,0,0,239,0,4,41,0,0,0,0
7711,95,356,94,1,3,1,3,5,0,0,2,0,0,0,0,0,0,0,1,5,1,1,0,3,0,2,4,1,0,0,1
11475,185,304,184,1,5,1,22,2,2,0,15,12,0,1,1,0,0,0,1,4,0,1,0,1,0,0,2,0,0,0,1
7310,31,172,30,0,0,0,0,9,0,0,2,2,0,0,0,0,0,0,1,7,0,0,0,4,0,0,0,0,0,0,0
111047,1132,6546,1131,2,18,1,222,12,15,0,47,32,0,0,0,1,0,0,1,12,0,0,0,28,0,2,30,1,0,1,1
121981,1864,5136,1863,2,4,0,227,61,0,0,22,161,0,0,0,0,1,0,1,18,0,1,0,25,0,0,6,0,0,0,0
8791,121,240,120,0,0,0,0,2,0,0,15,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
15691,268,564,267,1,23,1,12,0,19,0,21,7,0,0,0,0,0,0,1,3,0,0,0,2,0,3,1,0,0,0,1
31132,272,1816,271,1,3,0,63,19,0,0,9,2,0,0,0,0,0,0,0,17,0,0,0,19,0,0,0,0,0,1,0
115626,957,6690,956,2,19,1,162,37,16,0,80,34,0,0,0,1,0,0,1,12,0,3,1,31,0,2,100,1,0,1,1
21523,303,919,302,1,2,0,42,1,0,0,6,3,0,0,0,0,0,0,0,16,0,0,0,18,0,3,3,0,0,1,0
64328,576,2672,575,5,93,0,103,110,0,0,16,8,1,0,0,0,0,0,1,21,0,0,0,23,0,1,12,0,0,2,0
15974,148,698,147,1,2,0,0,36,0,0,2,32,0,0,0,0,0,0,1,1,0,0,0,23,0,0,3,0,0,0,0
147812,1833,5680,1832,2,13,0,177,26,11,2,53,19,0,0,0,0,0,0,1,8,0,3,0,72,2,0,85,0,0,2,0
4230,44,77,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42527,520,1311,519,1,4,0,81,42,2,0,10,5,0,0,0,0,1,0,1,2,0,2,0,25,0,3,87,0,0,1,0
64292,1443,2045,1442,1,1,0,12,130,0,0,28,152,0,0,0,1,0,0,1,8,0,0,0,22,0,0,6,0,0,0,0
45655,237,1601,236,2,9,0,33,109,3,0,10,1,0,0,0,0,0,0,1,18,0,2,0,1,0,0,7,0,0,0,0
103559,410,6861,409,1,9,1,11,219,6,0,38,27,0,1,1,1,0,0,1,2,0,1,0,2,1,3,8,0,0,0,1
16887,155,701,154,1,2,0,0,43,0,0,2,32,0,0,0,0,0,0,1,1,0,0,0,30,0,0,3,0,0,0,0
24707,355,904,354,0,0,0,73,2,0,2,22,11,0,1,0,0,0,0,1,4,0,2,0,7,0,0,5,0,0,0,0
140963,2046,5670,2045,1,4,1,32,76,1,2,16,24,1,1,0,1,0,0,1,3,0,2,0,28,0,3,52,0,0,1,0
13457,171,470,170,1,1,0,0,86,0,0,4,14,0,1,1,0,0,0,1,8,0,0,0,0,0,0,4,0,0,0,0
2407,76,186,75,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
46453,359,1842,358,4,17,1,42,145,7,0,8,4,0,0,0,0,0,0,1,13,0,0,0,38,3,0,8,0,0,0,1
97857,1271,3683,1270,3,15,1,143,28,5,1,22,15,0,0,0,0,0,0,1,4,0,0,0,56,0,2,137,0,0,3,0
44857,588,1019,587,0,0,0,1,1,0,0,36,16,0,0,0,0,0,0,1,11,0,1,0,1,0,0,6,0,0,0,0
51376,666,3098,665,3,5,0,93,2,0,2,11,6,0,0,0,0,0,0,1,11,0,0,0,23,0,0,7,0,0,3,0
4098,41,172,40,2,2,0,2,3,2,0,2,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0
195381,6643,8779,6642,0,1,0,76,2,0,0,11,115,0,1,0,1,1,0,1,3,0,0,0,1,0,2,14,0,0,0,0
564,3,16,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
38640,705,978,704,0,0,0,200,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,27,0,0,8,0,0,0,0
16226,179,469,178,0,0,0,27,29,0,0,5,1,0,0,0,0,0,0,1,8,0,0,0,11,0,0,1,0,0,0,0
17892,291,555,290,1,3,1,6,27,0,0,11,24,0,0,0,1,0,0,1,9,0,0,0,4,0,1,21,0,0,0,0
5251,27,101,26,1,3,1,0,0,0,0,3,3,0,0,0,1,0,0,1,6,0,0,0,2,0,0,4,0,0,0,1
98383,858,4873,857,4,25,4,190,22,8,11,48,16,0,1,1,0,0,0,1,18,0,0,0,33,0,2,7,0,0,2,0
3223,74,235,73,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,1
2543,35,86,34,0,0,0,0,0,0,0,9,2,0,0,0,1,0,0,1,4,0,0,0,0,0,1,2,0,0,0,0
34617,324,1554,323,2,11,0,62,30,3,2,2,0,0,0,0,0,0,0,1,4,0,0,0,16,0,0,0,0,0,0,0
18546,361,596,360,1,2,0,129,0,0,0,8,1,0,1,1,0,0,0,0,4,0,0,0,58,0,0,2,0,0,1,0
21176,256,942,255,2,6,0,47,16,2,0,7,3,0,0,0,0,0,0,1,14,0,1,0,13,0,2,18,0,0,1,0
48778,723,2283,722,1,1,0,25,36,0,0,22,15,0,0,0,1,0,0,1,4,0,1,0,39,0,1,8,0,0,0,0
32206,291,1186,290,1,6,1,0,3,2,0,5,0,0,0,0,0,0,0,1,2,0,0,0,4,0,13,1,0,0,0,1
222162,3879,11717,3878,3,12,1,9,14,2,0,9,28,0,0,0,0,0,0,1,33,0,0,0,2,0,1,4,0,0,0,0
56643,968,3425,967,2,11,1,158,107,7,0,35,11,0,0,0,0,0,0,1,16,0,0,0,58,0,1,27,0,0,0,0
257320,1983,5056,1982,2,16,0,292,25,3,0,17,186,0,0,0,0,0,0,1,36,0,1,0,79,0,1,55,0,0,0,0
107647,523,5737,522,4,7,0,21,168,0,0,8,3,0,1,0,1,0,0,0,27,0,0,0,66,0,0,8,0,0,0,0
22903,208,845,207,1,2,0,7,64,0,0,3,1,0,0,0,0,0,0,1,8,0,0,0,12,0,1,4,0,0,0,0
85717,958,4498,957,1,2,0,200,86,0,0,34,9,0,0,0,0,0,0,1,44,0,2,0,75,0,1,12,0,0,1,0
26956,319,936,318,0,0,0,9,36,0,0,13,17,0,1,1,0,1,0,1,1,0,2,0,5,0,2,49,1,0,0,0
51806,343,2909,342,5,5,0,63,138,0,0,7,3,0,0,0,1,0,0,1,6,0,0,0,62,9,4,55,0,0,0,0
137418,588,8355,587,1,1,0,8,275,0,3,45,6,0,0,0,0,0,0,1,19,0,1,0,77,1,0,22,0,0,0,0
7711,95,356,94,1,3,1,3,5,0,0,2,0,0,0,0,0,0,0,1,5,1,1,0,3,0,2,4,1,0,0,1
30063,513,999,512,1,1,0,36,22,0,0,37,13,0,0,0,0,0,0,1,7,0,1,0,13,1,0,2,0,0,1,0
33746,621,1369,620,0,0,0,238,6,0,0,15,0,0,1,1,0,0,0,1,7,0,0,0,3,0,3,16,0,0,0,0
67336,1604,2257,1603,3,11,0,588,85,6,0,17,41,0,0,0,1,0,0,1,12,0,0,0,3,0,0,2,0,0,0,0
7711,95,356,94,1,3,1,3,5,0,0,2,0,0,0,0,0,0,0,1,5,1,1,0,3,0,2,4,1,0,0,1
1065404,6089,49011,6088,2,3,0,155,542,0,0,56,32,0,0,0,0,0,0,1,4,0,0,0,3,0,2,25,0,0,0,0
144055,1618,5602,1617,7,27,2,16,121,20,0,86,26,0,0,0,1,0,0,1,18,0,0,0,45,0,3,56,57,3,0,0
36522,380,1607,379,4,23,4,34,7,3,0,23,35,1,0,0,0,1,0,1,6,0,0,0,6,0,3,14,0,0,3,1
3223,74,235,73,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,1
462010,2967,18734,2966,2,9,1,566,24,0,0,48,21,0,1,1,0,0,0,1,16,0,0,0,289,1,3,16,0,0,2,0
32960,293,781,292,0,0,0,36,11,0,0,25,16,0,0,0,0,0,0,1,6,0,0,0,18,0,0,6,0,0,0,0
61452,484,2388,483,5,26,4,87,49,7,0,23,16,0,1,1,1,0,0,1,1,0,0,0,36,0,2,15,0,0,1,0
10594,91,448,90,0,0,0,3,23,0,1,8,4,0,0,0,0,0,0,0,5,0,1,0,11,0,0,2,0,0,0,0
22253,389,872,388,0,0,0,66,1,0,0,11,4,0,0,0,0,0,0,1,10,0,0,0,32,2,0,47,0,0,0,0
68525,670,2355,669,0,0,0,0,0,0,0,7,44,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0
214432,1521,7161,1520,1,81,0,39,159,81,1,81,68,0,0,0,0,1,0,0,8,0,4,0,137,0,19,146,0,0,0,0
135441,698,4523,697,1,3,0,38,175,1,0,23,53,0,0,0,0,0,0,1,17,0,0,0,81,0,0,1,0,0,0,0
9950,170,485,169,1,7,1,33,2,2,0,7,1,0,0,0,0,0,0,1,5,0,0,0,6,1,0,3,0,0,0,0
27364,437,1151,436,1,4,0,42,1,0,0,14,31,0,1,1,1,1,0,1,7,0,0,0,16,0,1,83,0,0,0,0
154242,1568,7645,1567,1,6,0,17,309,2,0,17,160,0,0,0,1,1,0,1,4,0,1,0,45,0,0,3,0,0,0,0
27518,650,875,649,0,0,0,40,16,0,0,5,2,0,0,0,0,0,0,1,2,0,4,0,6,0,1,18,0,0,0,0
52642,613,2578,612,0,0,0,43,11,0,0,67,64,0,0,0,0,0,0,1,6,0,2,0,0,0,0,1,0,0,0,0
3223,74,235,73,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,1
7395,38,230,37,1,5,0,0,9,3,0,9,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,25,0,0,0,0
107331,806,3202,805,1,13,0,14,106,11,0,37,69,0,0,0,1,1,0,1,8,0,2,1,62,0,6,88,0,0,0,0
36988,583,1575,582,2,5,0,32,2,1,0,29,24,0,0,0,1,1,0,1,15,0,0,0,14,1,3,2,0,0,1,0
100893,1181,4777,1180,2,9,1,35,82,4,0,21,12,0,0,0,0,0,0,1,24,0,1,0,25,0,11,9,0,0,0,0
9996,89,293,88,0,0,0,1,3,0,0,4,1,0,0,0,0,0,0,1,3,0,1,0,3,0,0,5,0,0,0,0
3828,26,146,25,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,8,1,1,1,0,0,0,1
19034,283,613,282,1,5,0,6,91,4,0,6,14,0,0,0,0,0,0,1,6,0,0,0,8,0,0,0,0,0,0,0
135589,1384,5767,1383,1,3,0,132,344,2,0,32,11,0,0,0,1,0,0,0,11,0,0,0,83,0,2,65,0,0,0,0
10972,161,517,160,1,3,0,2,16,0,0,8,7,0,0,0,0,0,0,0,10,0,0,0,18,0,0,13,0,0,0,1
251,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
114424,980,7088,979,2,4,1,223,37,1,0,76,26,0,0,0,1,0,0,1,9,0,3,1,32,0,2,107,1,0,1,1
33193,582,1011,581,2,4,0,91,24,0,0,27,0,0,0,0,0,0,0,1,4,0,1,0,14,0,0,43,0,0,2,1
78213,1469,2233,1468,2,4,0,233,42,0,0,23,10,0,0,0,0,0,0,1,5,0,2,0,22,0,0,10,0,0,0,0
56584,1925,2280,1924,4,16,0,8,62,12,0,23,36,0,0,0,1,0,0,1,22,0,1,0,11,0,2,7,0,0,0,0
174499,1061,8302,1060,4,45,1,8,644,38,0,55,41,0,0,0,0,0,0,1,7,0,3,0,72,0,1,12,0,0,1,0
27294,1135,1348,1134,1,5,0,27,31,2,0,4,6,0,0,0,0,0,0,0,10,0,0,0,11,0,0,1,0,0,0,0
88717,1711,3566,1710,2,10,0,31,130,7,0,22,226,0,1,1,1,0,0,1,28,0,1,0,10,0,1,5,0,0,0,0
9443,159,381,158,1,1,0,12,4,0,0,5,8,0,0,0,0,0,0,1,4,0,1,0,4,0,2,1,0,0,1,0
27831,194,1134,193,2,5,0,3,29,4,0,25,17,0,0,0,1,0,0,0,6,0,0,0,4,0,1,37,0,0,1,1
90208,473,4568,472,2,4,0,23,177,0,0,23,8,0,0,0,0,0,0,1,7,0,1,0,11,0,1,9,0,0,0,0
122399,688,5744,687,1,1,0,26,394,0,0,46,40,0,0,0,1,0,0,0,30,0,1,0,61,0,5,3,0,0,0,0
27373,205,852,204,1,3,0,9,70,1,0,8,5,0,0,0,0,0,0,0,11,0,0,0,12,0,0,4,0,0,0,0
68928,328,3344,327,1,5,0,13,214,4,0,13,13,0,0,0,1,0,0,1,16,0,4,0,43,0,1,50,0,0,0,0
114476,549,7494,548,1,9,1,9,221,6,0,10,27,0,1,1,1,0,0,1,2,0,1,0,2,1,3,2,0,0,0,1
150545,969,7930,968,3,8,0,22,420,2,0,31,33,0,0,0,0,0,0,1,3,0,2,0,119,1,1,58,0,0,0,0
18912,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60741,717,2614,716,5,19,5,0,8,5,0,4,1,0,0,0,0,0,0,1,2,0,0,0,8,0,9,19,0,0,0,1
125,2,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4750,29,171,28,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0
6073,41,279,40,1,7,1,0,1,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,1
6946,85,306,84,0,0,0,1,7,0,0,5,0,0,0,0,0,0,0,1,19,0,1,0,4,0,0,1,0,0,0,0
332660,3665,20278,3664,2,5,0,618,34,2,0,44,8,0,0,0,0,0,0,1,199,0,2,0,85,2,7,21,0,0,2,0
38942,345,1426,344,2,2,0,26,90,0,0,13,5,0,0,0,0,0,0,1,10,0,1,0,25,0,0,3,0,0,0,0
10698,166,396,165,2,7,2,0,4,2,0,8,15,0,0,0,0,0,0,1,4,1,1,0,2,0,1,4,1,0,0,1
14657,118,545,117,1,6,1,7,10,2,0,3,1,0,1,1,0,0,0,1,3,0,0,0,19,0,0,18,0,0,1,0
